alpha_s,c_ratio,c_ref,c_sat,central_log10N_median_selected,central_log10N_min_selected,chi2_density,chi2_total,chi2_wp,chi2_xi0,chi2_xi2,concentration_ratio,f_sat_actual,f_sat_target,model,model_number_density_h3_mpc3,n_allowed_sat_candidates,n_cen_target,n_gal,n_sat,n_sat_target,observed_number_density_h3_mpc3,particle_mass_hinv_msun,sat_r_over_r200m_median,sat_radius_scale_median,sat_radius_scale_p16,sat_radius_scale_p84,satellite_log10N_median_selected,satellite_power,sigma_logm,status,traceback
0.7,0.7,5.0,3.5,3.668012971641832,3.4122925093230463,1.7813602962219925e-13,961.4758513024785,777.2202084007225,77.07281288138175,107.182830020374,0.7,0.08000000940576273,0.08,minimal_hod_nfw_profile,0.000531589,800000.0,3912495.0,4252712,340217,340217.0,0.0005315890336544999,2100000000.0,0.4092058793384299,1.1021987628358239,1.0463975959686946,1.171667454033662,4.594503043820089,1.0,0.25,ok,
1.3,0.7,5.0,3.5,3.668012971641832,3.4122925093230463,1.7813602962219925e-13,980.6416942203432,777.1920145646708,80.78253671705282,122.66714293861939,0.7,0.08000000940576273,0.08,minimal_hod_nfw_profile,0.000531589,800000.0,3912495.0,4252712,340217,340217.0,0.0005315890336544999,2100000000.0,0.4092058793384299,1.1021987628358239,1.0463975959686946,1.171667454033662,4.594503043820089,1.0,0.25,ok,
1.1,0.7,5.0,3.5,3.668012971641832,3.4122925093230463,1.7813602962219925e-13,998.1969836354656,777.2101904876471,80.3170338072195,140.66975934059883,0.7,0.08000000940576273,0.08,minimal_hod_nfw_profile,0.000531589,800000.0,3912495.0,4252712,340217,340217.0,0.0005315890336544999,2100000000.0,0.4092058793384299,1.1021987628358239,1.0463975959686946,1.171667454033662,4.594503043820089,1.0,0.25,ok,
0.7,0.5,5.0,2.5,3.668012971641832,3.4122925093230463,1.7813602962219925e-13,1012.1334758979197,827.7645806115834,77.08620761016297,107.28268767617305,0.5,0.08000000940576273,0.08,minimal_hod_nfw_profile,0.000531589,800000.0,3912495.0,4252712,340217,340217.0,0.0005315890336544999,2100000000.0,0.4092058793384299,1.1943280990357854,1.0858291788333683,1.3382312287355802,4.594503043820089,1.0,0.25,ok,
1.3,0.5,5.0,2.5,3.668012971641832,3.4122925093230463,1.7813602962219925e-13,1031.1987285154637,827.7518461241557,80.78619620963129,122.66068618167644,0.5,0.08000000940576273,0.08,minimal_hod_nfw_profile,0.000531589,800000.0,3912495.0,4252712,340217,340217.0,0.0005315890336544999,2100000000.0,0.4092058793384299,1.1943280990357854,1.0858291788333683,1.3382312287355802,4.594503043820089,1.0,0.25,ok,
1.1,0.5,5.0,2.5,3.668012971641832,3.4122925093230463,1.7813602962219925e-13,1048.5993298847216,827.769672640695,80.31972681827699,140.5099304257493,0.5,0.08000000940576273,0.08,minimal_hod_nfw_profile,0.000531589,800000.0,3912495.0,4252712,340217,340217.0,0.0005315890336544999,2100000000.0,0.4092058793384299,1.1943280990357854,1.0858291788333683,1.3382312287355802,4.594503043820089,1.0,0.25,ok,
0.7,0.35,5.0,1.75,3.668012971641832,3.4122925093230463,1.7813602962219925e-13,1053.968725927789,869.839587143997,77.09412623533584,107.03501254845584,0.35,0.08000000940576273,0.08,minimal_hod_nfw_profile,0.000531589,800000.0,3912495.0,4252712,340217,340217.0,0.0005315890336544999,2100000000.0,0.4092058793384299,1.2844026791843048,1.1223785719307153,1.512633094305071,4.594503043820089,1.0,0.25,ok,
1.3,0.35,5.0,1.75,3.668012971641832,3.4122925093230463,1.7813602962219925e-13,1073.0867967836546,869.8177661681566,80.7887590190813,122.48027159641633,0.35,0.08000000940576273,0.08,minimal_hod_nfw_profile,0.000531589,800000.0,3912495.0,4252712,340217,340217.0,0.0005315890336544999,2100000000.0,0.4092058793384299,1.2844026791843048,1.1223785719307153,1.512633094305071,4.594503043820089,1.0,0.25,ok,
1.1,0.35,5.0,1.75,3.668012971641832,3.4122925093230463,1.7813602962219925e-13,1090.3501991280807,869.8198909164006,80.32558339961504,140.20472481206482,0.35,0.08000000940576273,0.08,minimal_hod_nfw_profile,0.000531589,800000.0,3912495.0,4252712,340217,340217.0,0.0005315890336544999,2100000000.0,0.4092058793384299,1.2844026791843048,1.1223785719307153,1.512633094305071,4.594503043820089,1.0,0.25,ok,
0.7,1.3,5.0,6.5,3.674125982742708,3.4122925093230463,1.7813602962219925e-13,1808.9994320688668,1204.4371036432983,125.86845961011466,478.6938688154535,1.3,0.09999995297118638,0.1,minimal_hod_nfw_profile,0.000531589,800000.0,3827441.0,4252712,425271,425271.0,0.0005315890336544999,2100000000.0,0.40911585786301835,0.9237771699377055,0.8805436306069874,0.963371400132462,4.592265606512769,1.0,0.25,ok,
1.3,1.3,5.0,6.5,3.674125982742708,3.4122925093230463,1.7813602962219925e-13,1861.562243183854,1204.6435184067816,131.19412817305977,525.7245966040125,1.3,0.09999995297118638,0.1,minimal_hod_nfw_profile,0.000531589,800000.0,3827441.0,4252712,425271,425271.0,0.0005315890336544999,2100000000.0,0.40911585786301835,0.9237771699377055,0.8805436306069874,0.963371400132462,4.592265606512769,1.0,0.25,ok,
0.7,1.0,5.0,5.0,3.674125982742708,3.4122925093230463,1.7813602962219925e-13,1902.918179336,1298.6116538325416,125.88657227866523,478.4199532247932,1.0,0.09999995297118638,0.1,minimal_hod_nfw_profile,0.000531589,800000.0,3827441.0,4252712,425271,425271.0,0.0005315890336544999,2100000000.0,0.40911585786301835,1.0000000003685816,0.9999999992455915,1.0000000007564764,4.592265606512769,1.0,0.25,ok,
1.1,1.3,5.0,6.5,3.674125982742708,3.4122925093230463,1.7813602962219925e-13,1927.3605952799767,1204.5691485425255,130.73325916332715,592.0581875741238,1.3,0.09999995297118638,0.1,minimal_hod_nfw_profile,0.000531589,800000.0,3827441.0,4252712,425271,425271.0,0.0005315890336544999,2100000000.0,0.40911585786301835,0.9237771699377055,0.8805436306069874,0.963371400132462,4.592265606512769,1.0,0.25,ok,
1.3,1.0,5.0,5.0,3.674125982742708,3.4122925093230463,1.7813602962219925e-13,1955.2654182559218,1298.7547526586777,131.20420143032413,525.3064641669197,1.0,0.09999995297118638,0.1,minimal_hod_nfw_profile,0.000531589,800000.0,3827441.0,4252712,425271,425271.0,0.0005315890336544999,2100000000.0,0.40911585786301835,1.0000000003685816,0.9999999992455915,1.0000000007564764,4.592265606512769,1.0,0.25,ok,
0.7,0.7,5.0,3.5,3.674125982742708,3.4122925093230463,1.7813602962219925e-13,2019.009602035778,1414.9924753399234,125.91158597776152,478.1055407180928,0.7,0.09999995297118638,0.1,minimal_hod_nfw_profile,0.000531589,800000.0,3827441.0,4252712,425271,425271.0,0.0005315890336544999,2100000000.0,0.40911585786301835,1.1022200284887358,1.046428095931026,1.1716014216221577,4.592265606512769,1.0,0.25,ok,
1.1,1.0,5.0,5.0,3.674125982742708,3.4122925093230463,1.7813602962219925e-13,2021.2820267810573,1298.709475774297,130.74188746543297,591.8306635413271,1.0,0.09999995297118638,0.1,minimal_hod_nfw_profile,0.000531589,800000.0,3827441.0,4252712,425271,425271.0,0.0005315890336544999,2100000000.0,0.40911585786301835,1.0000000003685816,0.9999999992455915,1.0000000007564764,4.592265606512769,1.0,0.25,ok,
1.3,0.7,5.0,3.5,3.674125982742708,3.4122925093230463,1.7813602962219925e-13,2071.0187874415774,1415.1763311931936,131.2171640827047,524.6252921656791,0.7,0.09999995297118638,0.1,minimal_hod_nfw_profile,0.000531589,800000.0,3827441.0,4252712,425271,425271.0,0.0005315890336544999,2100000000.0,0.40911585786301835,1.1022200284887358,1.046428095931026,1.1716014216221577,4.592265606512769,1.0,0.25,ok,
0.7,0.5,5.0,2.5,3.674125982742708,3.4122925093230463,1.7813602962219925e-13,2111.3046259808375,1507.229043768472,125.93431322725527,478.14126898511046,0.5,0.09999995297118638,0.1,minimal_hod_nfw_profile,0.000531589,800000.0,3827441.0,4252712,425271,425271.0,0.0005315890336544999,2100000000.0,0.40911585786301835,1.194370602674998,1.0858868754343938,1.3380894115570847,4.592265606512769,1.0,0.25,ok,
1.1,0.7,5.0,3.5,3.674125982742708,3.4122925093230463,1.7813602962219925e-13,2136.908120118304,1415.0736090373173,130.75849350066298,591.0760175803235,0.7,0.09999995297118638,0.1,minimal_hod_nfw_profile,0.000531589,800000.0,3827441.0,4252712,425271,425271.0,0.0005315890336544999,2100000000.0,0.40911585786301835,1.1022200284887358,1.046428095931026,1.1716014216221577,4.592265606512769,1.0,0.25,ok,
1.3,0.5,5.0,2.5,3.674125982742708,3.4122925093230463,1.7813602962219925e-13,2163.2236363959787,1507.4886828297247,131.22487095314148,524.5100826131127,0.5,0.09999995297118638,0.1,minimal_hod_nfw_profile,0.000531589,800000.0,3827441.0,4252712,425271,425271.0,0.0005315890336544999,2100000000.0,0.40911585786301835,1.194370602674998,1.0858868754343938,1.3380894115570847,4.592265606512769,1.0,0.25,ok,
0.7,0.35,5.0,1.75,3.674125982742708,3.4122925093230463,1.7813602962219925e-13,2186.399662494644,1583.0570442026321,125.952274888073,477.390343403939,0.35,0.09999995297118638,0.1,minimal_hod_nfw_profile,0.000531589,800000.0,3827441.0,4252712,425271,425271.0,0.0005315890336544999,2100000000.0,0.40911585786301835,1.284467797672962,1.1224625354609026,1.5124002614460792,4.592265606512769,1.0,0.25,ok,
1.1,0.5,5.0,2.5,3.674125982742708,3.4122925093230463,1.7813602962219925e-13,2228.9233037874383,1507.388839248372,130.76956671635193,590.764897822714,0.5,0.09999995297118638,0.1,minimal_hod_nfw_profile,0.000531589,800000.0,3827441.0,4252712,425271,425271.0,0.0005315890336544999,2100000000.0,0.40911585786301835,1.194370602674998,1.0858868754343938,1.3380894115570847,4.592265606512769,1.0,0.25,ok,
1.3,0.35,5.0,1.75,3.674125982742708,3.4122925093230463,1.7813602962219925e-13,2238.5920879579435,1583.297180914502,131.2360974873223,524.0588095561191,0.35,0.09999995297118638,0.1,minimal_hod_nfw_profile,0.000531589,800000.0,3827441.0,4252712,425271,425271.0,0.0005315890336544999,2100000000.0,0.40911585786301835,1.284467797672962,1.1224625354609026,1.5124002614460792,4.592265606512769,1.0,0.25,ok,
1.1,0.35,5.0,1.75,3.674125982742708,3.4122925093230463,1.7813602962219925e-13,2303.9662760099704,1583.2016964656925,130.7804163951354,589.9841631491424,0.35,0.09999995297118638,0.1,minimal_hod_nfw_profile,0.000531589,800000.0,3827441.0,4252712,425271,425271.0,0.0005315890336544999,2100000000.0,0.40911585786301835,1.284467797672962,1.1224625354609026,1.5124002614460792,4.592265606512769,1.0,0.25,ok,
0.7,1.3,5.0,6.5,3.680335513414563,3.4122925093230463,1.7813602962219925e-13,3443.412489499268,2009.284761355667,189.33013457027855,1244.7975935733225,1.3,0.11999989653661006,0.12,minimal_hod_nfw_profile,0.000531589,800000.0,3742387.0,4252712,510325,510325.0,0.0005315890336544999,2100000000.0,0.4089585137499814,0.9237522862010562,0.8805299442453547,0.9634061647953504,4.58983794314746,1.0,0.25,ok,
1.3,1.3,5.0,6.5,3.680335513414563,3.4122925093230463,1.7813602962219925e-13,3514.3129170122115,2009.5615020753291,196.73424592458056,1308.0171690123018,1.3,0.11999989653661006,0.12,minimal_hod_nfw_profile,0.000531589,800000.0,3742387.0,4252712,510325,510325.0,0.0005315890336544999,2100000000.0,0.4089585137499814,0.9237522862010562,0.8805299442453547,0.9634061647953504,4.58983794314746,1.0,0.25,ok,
0.7,1.0,5.0,5.0,3.680335513414563,3.4122925093230463,1.7813602962219925e-13,3606.798505153587,2172.8015619276207,189.36018426140302,1244.6367589645633,1.0,0.11999989653661006,0.12,minimal_hod_nfw_profile,0.000531589,800000.0,3742387.0,4252712,510325,510325.0,0.0005315890336544999,2100000000.0,0.4089585137499814,1.000000000368515,0.9999999992426055,1.0000000007567789,4.58983794314746,1.0,0.25,ok,
1.1,1.3,5.0,6.5,3.680335513414563,3.4122925093230463,1.7813602962219925e-13,3664.1606191236733,2009.5281028738852,196.30528304659092,1458.3272332031972,1.3,0.11999989653661006,0.12,minimal_hod_nfw_profile,0.000531589,800000.0,3742387.0,4252712,510325,510325.0,0.0005315890336544999,2100000000.0,0.4089585137499814,0.9237522862010562,0.8805299442453547,0.9634061647953504,4.58983794314746,1.0,0.25,ok,
1.3,1.0,5.0,5.0,3.680335513414563,3.4122925093230463,1.7813602962219925e-13,3677.12797964087,2173.0365123016795,196.74937023561705,1307.3420971035732,1.0,0.11999989653661006,0.12,minimal_hod_nfw_profile,0.000531589,800000.0,3742387.0,4252712,510325,510325.0,0.0005315890336544999,2100000000.0,0.4089585137499814,1.000000000368515,0.9999999992426055,1.0000000007567789,4.58983794314746,1.0,0.25,ok,
0.7,0.7,5.0,3.5,3.680335513414563,3.4122925093230463,1.7813602962219925e-13,3806.29118570233,2373.1478716624733,189.39670675856306,1243.7466072812938,0.7,0.11999989653661006,0.12,minimal_hod_nfw_profile,0.000531589,800000.0,3742387.0,4252712,510325,510325.0,0.0005315890336544999,2100000000.0,0.4089585137499814,1.1022572047347552,1.0463818375603164,1.1716250733503049,4.58983794314746,1.0,0.25,ok,
1.1,1.0,5.0,5.0,3.680335513414563,3.4122925093230463,1.7813602962219925e-13,3826.825933696045,2173.029630365062,196.3200662301116,1457.4762371008715,1.0,0.11999989653661006,0.12,minimal_hod_nfw_profile,0.000531589,800000.0,3742387.0,4252712,510325,510325.0,0.0005315890336544999,2100000000.0,0.4089585137499814,1.000000000368515,0.9999999992426055,1.0000000007567789,4.58983794314746,1.0,0.25,ok,
1.3,0.7,5.0,3.5,3.680335513414563,3.4122925093230463,1.7813602962219925e-13,3876.2585500887017,2373.4355135523747,196.77079596666107,1306.0522405696656,0.7,0.11999989653661006,0.12,minimal_hod_nfw_profile,0.000531589,800000.0,3742387.0,4252712,510325,510325.0,0.0005315890336544999,2100000000.0,0.4089585137499814,1.1022572047347552,1.0463818375603164,1.1716250733503049,4.58983794314746,1.0,0.25,ok,
0.7,0.5,5.0,2.5,3.680335513414563,3.4122925093230463,1.7813602962219925e-13,3963.5590288927906,2530.5079880677195,189.43577071552235,1243.6152701095486,0.5,0.11999989653661006,0.12,minimal_hod_nfw_profile,0.000531589,800000.0,3742387.0,4252712,510325,510325.0,0.0005315890336544999,2100000000.0,0.4089585137499814,1.1944449074959524,1.0857993695172214,1.3381402056291958,4.58983794314746,1.0,0.25,ok,
1.1,0.7,5.0,3.5,3.680335513414563,3.4122925093230463,1.7813602962219925e-13,4025.4542749156744,2373.3352261711466,196.34539375195206,1455.7736549925758,0.7,0.11999989653661006,0.12,minimal_hod_nfw_profile,0.000531589,800000.0,3742387.0,4252712,510325,510325.0,0.0005315890336544999,2100000000.0,0.4089585137499814,1.1022572047347552,1.0463818375603164,1.1716250733503049,4.58983794314746,1.0,0.25,ok,
1.3,0.5,5.0,2.5,3.680335513414563,3.4122925093230463,1.7813602962219925e-13,4033.1270970089076,2530.919259762919,196.78614994702903,1305.4216872989596,0.5,0.11999989653661006,0.12,minimal_hod_nfw_profile,0.000531589,800000.0,3742387.0,4252712,510325,510325.0,0.0005315890336544999,2100000000.0,0.4089585137499814,1.1944449074959524,1.0857993695172214,1.3381402056291958,4.58983794314746,1.0,0.25,ok,
0.7,0.35,5.0,1.75,3.680335513414563,3.4122925093230463,1.7813602962219925e-13,4088.1349273749465,2656.200196967516,189.46735196373282,1242.4673784436975,0.35,0.11999989653661006,0.12,minimal_hod_nfw_profile,0.000531589,800000.0,3742387.0,4252712,510325,510325.0,0.0005315890336544999,2100000000.0,0.4089585137499814,1.2845816407903845,1.1223351924984024,1.5124836518182356,4.58983794314746,1.0,0.25,ok,
1.3,0.35,5.0,1.75,3.680335513414563,3.4122925093230463,1.7813602962219925e-13,4157.907245040773,2656.6316668385202,196.8008985437234,1304.4746796585298,0.35,0.11999989653661006,0.12,minimal_hod_nfw_profile,0.000531589,800000.0,3742387.0,4252712,510325,510325.0,0.0005315890336544999,2100000000.0,0.4089585137499814,1.2845816407903845,1.1223351924984024,1.5124836518182356,4.58983794314746,1.0,0.25,ok,
1.1,0.5,5.0,2.5,3.680335513414563,3.4122925093230463,1.7813602962219925e-13,4182.332366152739,2530.813762298521,196.3684654333084,1455.1501384209105,0.5,0.11999989653661006,0.12,minimal_hod_nfw_profile,0.000531589,800000.0,3742387.0,4252712,510325,510325.0,0.0005315890336544999,2100000000.0,0.4089585137499814,1.1944449074959524,1.0857993695172214,1.3381402056291958,4.58983794314746,1.0,0.25,ok,
1.1,0.35,5.0,1.75,3.680335513414563,3.4122925093230463,1.7813602962219925e-13,4307.023438565993,2656.4943686178913,196.38496921817116,1454.144100729931,0.35,0.11999989653661006,0.12,minimal_hod_nfw_profile,0.000531589,800000.0,3742387.0,4252712,510325,510325.0,0.0005315890336544999,2100000000.0,0.4089585137499814,1.2845816407903845,1.1223351924984024,1.5124836518182356,4.58983794314746,1.0,0.25,ok,
