label,split,covariance_mode,hartlap_scale,f_sat_target,alpha_s,f_sat_actual,chi2,source_chi2_total,source_chi2_wp,source_chi2_xi0,source_chi2_xi2
sham_extended,joint,diagonal,0.23157894736842105,0.02,0.9,0.019999943565423665,957.311340990196,378.2204449092233,214.41445659200062,15.584390440527448,148.22159787669509
sham_extended,joint,diagonal,0.23157894736842105,0.02,1.1,0.019999943565423665,968.7400118342629,399.4153556579411,214.39943809758617,15.865902519005253,169.15001504134952
sham_extended,joint,diagonal,0.23157894736842105,0.02,0.7,0.019999943565423665,970.8936048821854,372.35991470689754,214.41907276513908,15.170001411881145,142.77084052987712
sham_extended,joint,diagonal,0.23157894736842105,0.02,1.3,0.019999943565423665,991.0197558356454,425.69915694170965,214.36421403002237,16.04153651635965,195.29340639532745
sham_extended,joint,diagonal,0.23157894736842105,0.02,0.5,0.019999943565423665,1031.1439895047079,406.1894255678455,214.434991990485,14.446596437845503,177.3078371395148
sham_extended,joint,diagonal,0.23157894736842105,0.04,1.1,0.03999988713084733,1886.6632180451813,685.1939443802279,631.5632687278395,42.46515796681135,11.165517685576845
sham_extended,joint,diagonal,0.23157894736842105,0.04,1.3,0.03999988713084733,1886.9962451982467,690.6326994081277,631.498813187938,42.634865280093045,16.49902094009638
sham_extended,joint,diagonal,0.23157894736842105,0.04,0.9,0.03999988713084733,1902.1178198725904,687.251854756998,631.5446153185007,41.96866075188178,13.73857868661522
sham_extended,joint,diagonal,0.23157894736842105,0.04,0.7,0.03999988713084733,1941.5548221795302,695.4796968529492,631.5217361675935,40.99240723397507,22.965553451380366
sham_extended,joint,diagonal,0.23157894736842105,0.04,0.5,0.03999988713084733,2017.9894470957584,714.4643214091737,631.6209400397576,38.99177201242127,43.851609356994686
sham_extended,joint,diagonal,0.23157894736842105,0.06,1.3,0.06000006584033906,3607.0924836146246,1473.5718471371745,1242.2163126397159,82.51914315836929,148.83639133908898
sham_extended,joint,diagonal,0.23157894736842105,0.06,1.1,0.06000006584033906,3655.4935802178156,1524.6351032984933,1242.3883378574849,82.45795335894823,199.78881208205985
sham_extended,joint,diagonal,0.23157894736842105,0.06,0.9,0.06000006584033906,3710.2182401672635,1573.4124102833478,1242.300430895068,81.73490468031308,249.3770747079664
sham_extended,joint,diagonal,0.23157894736842105,0.06,0.7,0.06000006584033906,3756.557449000416,1583.3874884944487,1242.3758490277773,79.97625241743026,261.0353870492409
sham_extended,joint,diagonal,0.23157894736842105,0.06,0.5,0.06000006584033906,3758.434772007299,1483.6113795872996,1242.4822254754147,76.02584701354253,165.10330709834207
sham_extended,joint,diagonal,0.23157894736842105,0.08,1.3,0.08000000940576273,6055.224975660321,2742.542445087357,2018.8994556442565,133.69546985760675,589.947519585494
sham_extended,joint,diagonal,0.23157894736842105,0.08,0.5,0.08000000940576273,6102.908291980095,2625.8640014913894,2018.7850391218212,123.10133822495581,483.97762414461226
sham_extended,joint,diagonal,0.23157894736842105,0.08,1.1,0.08000000940576273,6168.8684797085125,2877.7834439075477,2019.0217639847506,133.72802036746916,725.033659555328
sham_extended,joint,diagonal,0.23157894736842105,0.08,0.9,0.08000000940576273,6264.033208275502,2986.1237175118395,2018.7144222312152,132.66592255145224,834.7433727291718
sham_extended,joint,diagonal,0.23157894736842105,0.08,0.7,0.08000000940576273,6278.932813579924,2962.728904031152,2018.6943322107788,129.78500204336189,814.2495697770113
sham_extended,joint,diagonal,0.23157894736842105,0.1,0.5,0.09999995297118638,8974.323704335691,4102.028338410402,2949.7849457944517,178.26150488240472,973.9818877335454
sham_extended,joint,diagonal,0.23157894736842105,0.1,1.3,0.09999995297118638,9162.457245401438,4480.153619771357,2950.2673671986695,194.0079491207778,1335.8783034519095
sham_extended,joint,diagonal,0.23157894736842105,0.1,1.1,0.09999995297118638,9356.757242962947,4724.414326112193,2950.3414998585004,194.16460773381812,1579.9082185198743
sham_extended,joint,diagonal,0.23157894736842105,0.1,0.7,0.09999995297118638,9432.408814636858,4799.116576079429,2949.809163111666,188.3951371746908,1660.912275793073
sham_extended,joint,diagonal,0.23157894736842105,0.1,0.9,0.09999995297118638,9488.200670561464,4896.2057729592125,2949.903402885972,192.6803358301012,1753.6220342431395
sham_extended,joint,diagonal,0.23157894736842105,0.12,0.5,0.11999989653661006,12354.11041843409,5864.650004365589,4034.5250182027066,243.8265718563117,1586.2984143065705
sham_extended,joint,diagonal,0.23157894736842105,0.12,1.3,0.11999989653661006,12953.754032750467,6681.826017553898,4034.849837954686,266.00382827483617,2380.9723513243757
sham_extended,joint,diagonal,0.23157894736842105,0.12,0.7,0.11999989653661006,13206.61465720823,7052.810442117338,4034.3839674847295,258.1966395147983,2760.2298351178106
sham_extended,joint,diagonal,0.23157894736842105,0.12,1.1,0.11999989653661006,13233.220687608964,7049.866824477835,4034.9163507640387,266.29004954799547,2748.6604241658006
sham_extended,joint,diagonal,0.23157894736842105,0.12,0.9,0.11999989653661006,13387.517554503856,7279.632350185782,4034.408293754021,264.2731996799222,2980.9508567518396
sham_extended,joint,diagonal,0.23157894736842105,0.15,0.5,0.15000004702881362,18193.562477406318,8994.243350851024,5884.818412354848,352.32167963414486,2757.1032588620305
sham_extended,joint,diagonal,0.23157894736842105,0.15,1.3,0.15000004702881362,19703.862530666927,10766.281111131075,5885.416254076639,386.33307772291505,4494.531779331521
sham_extended,joint,diagonal,0.23157894736842105,0.15,0.7,0.15000004702881362,19840.973120549876,11156.642564545917,5884.734132552119,374.54407579945644,4897.36435619434
sham_extended,joint,diagonal,0.23157894736842105,0.15,1.1,0.15000004702881362,20128.531188048204,11354.828147685274,5885.23613482528,386.9202628076887,5082.6717500523055
sham_extended,joint,diagonal,0.23157894736842105,0.15,0.9,0.15000004702881362,20300.238182087156,11671.8415452386,5884.793465910923,383.9243776717784,5403.123701655899
sham_extended,joint,full,0.23157894736842105,0.02,0.5,0.019999943565423665,1120.8244632617202,406.1894255678455,214.434991990485,14.446596437845503,177.3078371395148
sham_extended,joint,full,0.23157894736842105,0.02,0.7,0.019999943565423665,1146.491156309557,372.35991470689754,214.41907276513908,15.170001411881145,142.77084052987712
sham_extended,joint,full,0.23157894736842105,0.02,0.9,0.019999943565423665,1215.527851110177,378.2204449092233,214.41445659200062,15.584390440527448,148.22159787669509
sham_extended,joint,full,0.23157894736842105,0.02,1.1,0.019999943565423665,1295.8505358523762,399.4153556579411,214.39943809758617,15.865902519005253,169.15001504134952
sham_extended,joint,full,0.23157894736842105,0.02,1.3,0.019999943565423665,1370.8570751811787,425.69915694170965,214.36421403002237,16.04153651635965,195.29340639532745
sham_extended,joint,full,0.23157894736842105,0.04,0.5,0.03999988713084733,1455.8201338632591,714.4643214091737,631.6209400397576,38.99177201242127,43.851609356994686
sham_extended,joint,full,0.23157894736842105,0.04,0.7,0.03999988713084733,1457.3818512665991,695.4796968529492,631.5217361675935,40.99240723397507,22.965553451380366
sham_extended,joint,full,0.23157894736842105,0.04,0.9,0.03999988713084733,1568.7094538955653,687.251854756998,631.5446153185007,41.96866075188178,13.73857868661522
sham_extended,joint,full,0.23157894736842105,0.04,1.1,0.03999988713084733,1707.380761342263,685.1939443802279,631.5632687278395,42.46515796681135,11.165517685576845
sham_extended,joint,full,0.23157894736842105,0.04,1.3,0.03999988713084733,1845.0636245813337,690.6326994081277,631.498813187938,42.634865280093045,16.49902094009638
sham_extended,joint,full,0.23157894736842105,0.06,0.7,0.06000006584033906,2031.2323471176392,1583.3874884944487,1242.3758490277773,79.97625241743026,261.0353870492409
sham_extended,joint,full,0.23157894736842105,0.06,0.5,0.06000006584033906,2063.30683060456,1483.6113795872996,1242.4822254754147,76.02584701354253,165.10330709834207
sham_extended,joint,full,0.23157894736842105,0.06,0.9,0.06000006584033906,2168.383185302233,1573.4124102833478,1242.300430895068,81.73490468031308,249.3770747079664
sham_extended,joint,full,0.23157894736842105,0.06,1.1,0.06000006584033906,2355.2523409852483,1524.6351032984933,1242.3883378574849,82.45795335894823,199.78881208205985
sham_extended,joint,full,0.23157894736842105,0.06,1.3,0.06000006584033906,2545.1256298294315,1473.5718471371745,1242.2163126397159,82.51914315836929,148.83639133908898
sham_extended,joint,full,0.23157894736842105,0.08,0.7,0.08000000940576273,2863.6830148733975,2962.728904031152,2018.6943322107788,129.78500204336189,814.2495697770113
sham_extended,joint,full,0.23157894736842105,0.08,0.5,0.08000000940576273,2921.676229308628,2625.8640014913894,2018.7850391218212,123.10133822495581,483.97762414461226
sham_extended,joint,full,0.23157894736842105,0.08,0.9,0.08000000940576273,3024.5946984480565,2986.1237175118395,2018.7144222312152,132.66592255145224,834.7433727291718
sham_extended,joint,full,0.23157894736842105,0.08,1.1,0.08000000940576273,3252.040675480712,2877.7834439075477,2019.0217639847506,133.72802036746916,725.033659555328
sham_extended,joint,full,0.23157894736842105,0.08,1.3,0.08000000940576273,3487.5815679844823,2742.542445087357,2018.8994556442565,133.69546985760675,589.947519585494
sham_extended,joint,full,0.23157894736842105,0.1,0.7,0.09999995297118638,3958.791582820162,4799.116576079429,2949.809163111666,188.3951371746908,1660.912275793073
sham_extended,joint,full,0.23157894736842105,0.1,0.5,0.09999995297118638,4022.846165044713,4102.028338410402,2949.7849457944517,178.26150488240472,973.9818877335454
sham_extended,joint,full,0.23157894736842105,0.1,0.9,0.09999995297118638,4144.757857504385,4896.2057729592125,2949.903402885972,192.6803358301012,1753.6220342431395
sham_extended,joint,full,0.23157894736842105,0.1,1.1,0.09999995297118638,4399.774117037014,4724.414326112193,2950.3414998585004,194.16460773381812,1579.9082185198743
sham_extended,joint,full,0.23157894736842105,0.1,1.3,0.09999995297118638,4671.770696117913,4480.153619771357,2950.2673671986695,194.0079491207778,1335.8783034519095
sham_extended,joint,full,0.23157894736842105,0.12,0.7,0.11999989653661006,5306.481222037126,7052.810442117338,4034.3839674847295,258.1966395147983,2760.2298351178106
sham_extended,joint,full,0.23157894736842105,0.12,0.5,0.11999989653661006,5362.521765242146,5864.650004365589,4034.5250182027066,243.8265718563117,1586.2984143065705
sham_extended,joint,full,0.23157894736842105,0.12,0.9,0.11999989653661006,5521.035193658613,7279.632350185782,4034.408293754021,264.2731996799222,2980.9508567518396
sham_extended,joint,full,0.23157894736842105,0.12,1.1,0.11999989653661006,5803.659422844291,7049.866824477835,4034.9163507640387,266.29004954799547,2748.6604241658006
sham_extended,joint,full,0.23157894736842105,0.12,1.3,0.11999989653661006,6106.541537494361,6681.826017553898,4034.849837954686,266.00382827483617,2380.9723513243757
sham_extended,joint,full,0.23157894736842105,0.15,0.5,0.15000004702881362,7792.710779454802,8994.243350851024,5884.818412354848,352.32167963414486,2757.1032588620305
sham_extended,joint,full,0.23157894736842105,0.15,0.7,0.15000004702881362,7808.798006658345,11156.642564545917,5884.734132552119,374.54407579945644,4897.36435619434
sham_extended,joint,full,0.23157894736842105,0.15,0.9,0.15000004702881362,8086.460725403754,11671.8415452386,5884.793465910923,383.9243776717784,5403.123701655899
sham_extended,joint,full,0.23157894736842105,0.15,1.1,0.15000004702881362,8409.094150374078,11354.828147685274,5885.23613482528,386.9202628076887,5082.6717500523055
sham_extended,joint,full,0.23157894736842105,0.15,1.3,0.15000004702881362,8748.37601263159,10766.281111131075,5885.416254076639,386.33307772291505,4494.531779331521
sham_extended,wp,diagonal,0.8210526315789474,0.02,1.3,0.019999943565423665,1646.955540953993,425.69915694170965,214.36421403002237,16.04153651635965,195.29340639532745
sham_extended,wp,diagonal,0.8210526315789474,0.02,1.1,0.019999943565423665,1647.0905039228487,399.4153556579411,214.39943809758617,15.865902519005253,169.15001504134952
sham_extended,wp,diagonal,0.8210526315789474,0.02,0.5,0.019999943565423665,1647.1755736793134,406.1894255678455,214.434991990485,14.446596437845503,177.3078371395148
sham_extended,wp,diagonal,0.8210526315789474,0.02,0.9,0.019999943565423665,1647.215010209312,378.2204449092233,214.41445659200062,15.584390440527448,148.22159787669509
sham_extended,wp,diagonal,0.8210526315789474,0.02,0.7,0.019999943565423665,1647.2200549686772,372.35991470689754,214.41907276513908,15.170001411881145,142.77084052987712
sham_extended,wp,diagonal,0.8210526315789474,0.04,1.3,0.03999988713084733,4894.366244654222,690.6326994081277,631.498813187938,42.634865280093045,16.49902094009638
sham_extended,wp,diagonal,0.8210526315789474,0.04,0.9,0.03999988713084733,4894.450486679842,687.251854756998,631.5446153185007,41.96866075188178,13.73857868661522
sham_extended,wp,diagonal,0.8210526315789474,0.04,0.7,0.03999988713084733,4894.49269213745,695.4796968529492,631.5217361675935,40.99240723397507,22.965553451380366
sham_extended,wp,diagonal,0.8210526315789474,0.04,1.1,0.03999988713084733,4894.674263222536,685.1939443802279,631.5632687278395,42.46515796681135,11.165517685576845
sham_extended,wp,diagonal,0.8210526315789474,0.04,0.5,0.03999988713084733,4895.294429066263,714.4643214091737,631.6209400397576,38.99177201242127,43.851609356994686
sham_extended,wp,diagonal,0.8210526315789474,0.06,0.9,0.06000006584033906,9500.771037043702,1573.4124102833478,1242.300430895068,81.73490468031308,249.3770747079664
sham_extended,wp,diagonal,0.8210526315789474,0.06,1.3,0.06000006584033906,9501.144111437461,1473.5718471371745,1242.2163126397159,82.51914315836929,148.83639133908898
sham_extended,wp,diagonal,0.8210526315789474,0.06,0.7,0.06000006584033906,9501.277693030232,1583.3874884944487,1242.3758490277773,79.97625241743026,261.0353870492409
sham_extended,wp,diagonal,0.8210526315789474,0.06,1.1,0.06000006584033906,9501.555715501998,1524.6351032984933,1242.3883378574849,82.45795335894823,199.78881208205985
sham_extended,wp,diagonal,0.8210526315789474,0.06,0.5,0.06000006584033906,9502.31493108214,1483.6113795872996,1242.4822254754147,76.02584701354253,165.10330709834207
sham_extended,wp,diagonal,0.8210526315789474,0.08,0.7,0.08000000940576273,15215.271445350723,2962.728904031152,2018.6943322107788,129.78500204336189,814.2495697770113
sham_extended,wp,diagonal,0.8210526315789474,0.08,0.5,0.08000000940576273,15215.553607828784,2625.8640014913894,2018.7850391218212,123.10133822495581,483.97762414461226
sham_extended,wp,diagonal,0.8210526315789474,0.08,0.9,0.08000000940576273,15215.713220584908,2986.1237175118395,2018.7144222312152,132.66592255145224,834.7433727291718
sham_extended,wp,diagonal,0.8210526315789474,0.08,1.1,0.08000000940576273,15218.402465850391,2877.7834439075477,2019.0217639847506,133.72802036746916,725.033659555328
sham_extended,wp,diagonal,0.8210526315789474,0.08,1.3,0.08000000940576273,15218.504886304065,2742.542445087357,2018.8994556442565,133.69546985760675,589.947519585494
sham_extended,wp,diagonal,0.8210526315789474,0.1,0.5,0.09999995297118638,21910.04577770907,4102.028338410402,2949.7849457944517,178.26150488240472,973.9818877335454
sham_extended,wp,diagonal,0.8210526315789474,0.1,0.7,0.09999995297118638,21910.955204075668,4799.116576079429,2949.809163111666,188.3951371746908,1660.912275793073
sham_extended,wp,diagonal,0.8210526315789474,0.1,0.9,0.09999995297118638,21911.639156895762,4896.2057729592125,2949.903402885972,192.6803358301012,1753.6220342431395
sham_extended,wp,diagonal,0.8210526315789474,0.1,1.1,0.09999995297118638,21915.591598651627,4724.414326112193,2950.3414998585004,194.16460773381812,1579.9082185198743
sham_extended,wp,diagonal,0.8210526315789474,0.1,1.3,0.09999995297118638,21916.681845958796,4480.153619771357,2950.2673671986695,194.0079491207778,1335.8783034519095
sham_extended,wp,diagonal,0.8210526315789474,0.12,0.7,0.11999989653661006,29613.40993097349,7052.810442117338,4034.3839674847295,258.1966395147983,2760.2298351178106
sham_extended,wp,diagonal,0.8210526315789474,0.12,0.5,0.11999989653661006,29613.412572174064,5864.650004365589,4034.5250182027066,243.8265718563117,1586.2984143065705
sham_extended,wp,diagonal,0.8210526315789474,0.12,0.9,0.11999989653661006,29613.632827211622,7279.632350185782,4034.408293754021,264.2731996799222,2980.9508567518396
sham_extended,wp,diagonal,0.8210526315789474,0.12,1.1,0.11999989653661006,29617.347812282926,7049.866824477835,4034.9163507640387,266.29004954799547,2748.6604241658006
sham_extended,wp,diagonal,0.8210526315789474,0.12,1.3,0.11999989653661006,29617.775041679397,6681.826017553898,4034.849837954686,266.00382827483617,2380.9723513243757
